CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited
548,France,Female,46,0,1,1,104469.06,Churn
635,Spain,Male,24,140197.18,1,1,142935.83,Stay
722,France,Male,20,0,2,1,195486.28,Stay
564,France,Female,33,135946.26,1,1,63170,Stay
719,France,Male,69,0,2,1,58320.06,Stay
547,Germany,Male,50,81290.02,3,0,177747.03,Churn
850,France,Female,42,0,1,1,19632.64,Churn
515,Germany,Male,60,113715.36,1,1,18424.24,Churn
667,Spain,Male,56,168883.08,1,0,18897.78,Stay
607,Germany,Male,36,143421.74,1,1,97879.02,Stay
525,France,Male,26,153644.39,1,1,63197.88,Stay
606,Spain,Female,53,109330.06,1,1,75860.01,Stay
686,Germany,Female,27,115095.88,2,0,78622.46,Stay
611,France,Male,35,0,1,1,23598.23,Churn
827,Spain,Male,46,183276.32,1,1,13460.27,Stay
572,France,Male,33,68193.72,1,1,19998.31,Stay
726,France,Female,32,0,2,0,185075.63,Stay
579,Germany,Male,31,139729.54,1,0,135815.38,Stay
598,Spain,Female,56,98365.33,1,1,44251.33,Stay
663,France,Male,36,0,2,1,136349.55,Stay
505,Germany,Female,37,122453.97,2,1,52693.99,Stay
576,Germany,Male,30,132174.41,2,0,93767.03,Stay
555,Spain,Female,24,0,2,0,197866.55,Stay
524,France,Male,30,0,2,1,126812.85,Stay
776,Spain,Male,39,104349.45,1,0,79503.05,Stay
645,Germany,Female,41,138881.04,1,1,129936.53,Churn
850,Germany,Female,32,116968.91,1,0,175094.62,Stay
603,Germany,Male,35,105346.03,2,1,130379.5,Stay
691,France,Male,26,136623.19,1,1,153228,Stay
583,France,Female,29,0,2,1,111285.85,Stay
584,France,Female,66,0,1,1,49553.38,Churn
679,France,Female,33,0,2,1,98015.85,Stay
646,France,Male,36,124445.52,1,1,88481.32,Stay
559,France,Female,34,68999.66,2,1,66879.27,Stay
595,Spain,Male,36,85768.42,1,1,24802.77,Stay
527,France,Male,47,0,1,1,21312.16,Churn
684,Spain,Male,34,100628,2,1,190263.78,Stay
673,Spain,Female,32,0,1,1,72873.33,Stay
802,Spain,Male,38,0,2,0,57764.65,Stay
675,France,Male,54,0,1,1,110273.84,Churn
762,Spain,Female,19,0,2,1,55500.17,Stay
580,France,Male,50,125647.36,1,1,57541.08,Churn
621,Germany,Female,31,100375.39,1,1,90384.26,Stay
411,France,Female,36,0,1,0,120694.35,Stay
815,France,Male,24,171922.72,1,0,178028.96,Stay
631,Germany,Female,32,146810.99,2,1,180990.29,Stay
514,Germany,Female,45,109032.23,1,0,155407.21,Churn
638,France,Male,57,0,1,1,33676.48,Churn
791,Spain,Male,25,0,1,1,89666.28,Stay
516,France,Male,35,128653.59,1,1,127558.26,Stay
734,France,Male,37,80387.81,1,0,77272.62,Stay
611,France,Male,58,0,2,0,107665.68,Churn
850,Germany,Male,43,108508.82,3,1,184044.8,Churn
641,France,Male,31,155978.17,1,1,91510.71,Stay
585,France,Female,38,0,1,1,87363.56,Stay
552,Germany,Male,50,121175.56,1,1,117505.07,Churn
507,France,Female,29,89349.47,2,0,180626.68,Stay
735,Spain,Male,38,86131.71,2,0,93478.96,Stay
707,France,Female,58,102346.86,1,1,114672.64,Stay
698,Germany,Female,36,121263.62,1,1,13387.88,Stay
841,France,Male,31,0,2,1,173240.52,Stay
688,Spain,Female,33,0,1,0,27557.18,Churn
614,France,Male,51,0,2,1,5552.37,Stay
511,Germany,Male,48,149726.08,1,0,88307.87,Churn
447,France,Male,43,0,2,1,33879.26,Churn
738,France,Male,35,161274.05,2,1,181429.87,Stay
422,France,Female,33,0,2,1,102655.31,Stay
537,Spain,Male,30,103138.17,1,1,96555.42,Stay
707,Germany,Female,40,109628.44,1,1,189366.03,Stay
690,France,Male,54,0,1,1,12847.61,Churn
664,Germany,Male,33,97286.16,2,1,143433.33,Stay
850,France,Female,33,118004.26,1,1,183983.82,Stay
584,Spain,Male,32,85534.83,1,0,169137.24,Stay
728,France,Female,59,0,1,1,163365.85,Churn
560,Spain,Female,43,95140.44,2,1,123181.44,Churn
629,France,Female,31,0,1,1,16447.6,Churn
658,France,Male,25,0,2,0,173948.4,Stay
794,Germany,Female,54,75900.84,1,1,192154.66,Stay
790,France,Female,41,126619.27,1,1,198224.38,Stay
640,France,Male,44,111833.47,1,1,67202.74,Stay
652,Spain,Male,37,0,2,1,68789.93,Stay
583,France,Female,57,238387.56,1,0,147964.99,Churn
775,France,Female,32,108698.96,2,1,161069.73,Stay
584,France,Female,39,112687.69,1,1,127749.61,Stay
635,Germany,Female,48,81556.89,2,1,191914.37,Stay
814,France,Male,48,136596.85,1,1,185791.9,Stay
735,Germany,Female,43,98807.45,1,0,184570.04,Churn
678,France,Female,31,0,2,0,130446.65,Stay
693,France,Male,37,0,2,1,82867.55,Stay
640,France,Female,30,107499.7,1,1,187632.22,Stay
773,Spain,Female,23,0,2,1,56759.79,Stay
736,France,Female,30,0,2,1,34180.33,Stay
693,France,Female,28,0,2,1,158545.25,Stay
496,France,Female,41,176024.05,2,1,182337.98,Stay
751,France,Female,39,0,2,1,84175.34,Stay
528,Germany,Male,39,127631.62,1,0,22197.8,Churn
754,Spain,Female,19,0,1,1,189641.11,Stay
568,Germany,Female,26,109819.16,2,1,154491.39,Stay
592,Spain,Female,41,138734.94,1,1,90020.74,Stay
558,Germany,Male,25,111363.1,2,1,197264.35,Stay
825,France,Male,34,0,2,1,31933.06,Stay
677,Germany,Male,28,143988,2,1,8755.69,Churn
653,France,Male,34,118838.75,1,1,52820.13,Stay
593,Spain,Male,35,161637.75,1,1,20008.46,Stay
632,France,Female,44,133793.89,1,1,34607.14,Churn
601,Germany,Male,35,71553.83,1,1,177384.45,Stay
786,France,Female,62,0,1,1,165702.64,Stay
654,France,Female,40,0,2,1,167889.1,Stay
572,France,Female,38,0,2,1,133122.62,Stay
813,France,Female,62,64667.95,2,0,140454.14,Stay
523,France,Female,28,121164.11,1,1,59938.81,Stay
506,Spain,Male,50,0,2,1,12016.79,Stay
513,Spain,Male,72,98903.06,1,1,81251.24,Stay
664,France,Female,31,104158.84,1,1,134169.85,Stay
684,France,Male,54,0,2,1,94888.6,Stay
608,Spain,Female,63,139529.93,2,1,175696.16,Churn
527,France,Female,25,0,2,0,96758.58,Stay
666,France,Male,53,64646.7,1,1,128019.48,Churn
779,France,Male,71,0,2,1,146895.36,Churn
629,France,Female,40,0,2,1,139356.3,Stay
430,France,Male,35,118894.22,1,0,2923.61,Stay
712,France,Male,24,0,1,0,121232.51,Stay
682,France,Male,30,0,2,1,2053.42,Stay
634,France,Female,41,68213.99,1,1,6382.46,Stay
487,Spain,Female,31,0,2,1,158750.13,Stay
808,Spain,Male,47,139196,1,0,74028.36,Stay
527,France,Female,32,0,2,1,44099.75,Stay
637,Germany,Male,50,126345.55,1,0,17323,Churn
802,Spain,Male,40,0,2,1,175043.69,Stay
529,France,Female,38,0,1,1,146388.85,Churn
850,France,Female,43,0,2,0,2465.8,Stay
738,France,Male,18,0,2,1,47799.15,Stay
817,France,Male,34,129278.43,1,0,165562.84,Stay
735,France,Male,31,119558.35,1,0,72927.68,Stay
619,Germany,Female,41,92467.58,1,1,38270.47,Stay
671,France,Male,27,0,2,0,120893.07,Stay
581,Spain,Female,31,0,2,1,188377.21,Stay
690,Spain,Male,36,0,2,1,55902.93,Stay
579,Spain,Male,56,99340.83,1,0,4523.74,Churn
688,Spain,Female,24,0,2,1,102195.16,Stay
599,Spain,Female,28,126833.79,2,1,60843.09,Churn
729,Germany,Male,29,109676.52,1,1,25548.47,Stay
718,France,Female,29,0,1,0,134462.29,Stay
712,Germany,Male,53,134729.99,2,1,132702.64,Stay
474,France,Male,37,98431.37,1,0,75698.44,Stay
565,Germany,Male,33,130368.31,2,1,105642.43,Stay
658,France,Female,31,123974.96,1,1,102153.75,Stay
714,France,Male,63,138082.16,1,0,166677.54,Stay
725,France,Male,45,129855.32,1,0,24218.65,Stay
825,France,Male,40,132308.22,1,0,117122.5,Stay
665,Germany,Female,45,155447.65,2,1,51871.95,Churn
670,Spain,Male,35,124268.64,2,0,84321.03,Stay
474,Germany,Female,34,176311.36,1,1,160213.27,Stay
591,France,Male,40,99886.42,2,1,88695.19,Stay
508,France,Female,31,0,2,1,6123.15,Stay
695,France,Female,36,0,2,0,167749.54,Stay
660,Germany,Male,24,85089.3,1,1,71638,Stay
687,Germany,Male,41,134318.21,2,1,198064.52,Stay
658,Germany,Male,29,75395.53,2,0,54914.92,Stay
705,Germany,Female,33,116765.7,1,0,190659.17,Churn
739,Spain,Male,60,0,1,1,51637.67,Stay
844,France,Male,38,111501.66,1,1,119333.38,Stay
602,Germany,Female,48,76595.08,2,0,127095.14,Stay
759,France,Female,33,160541.36,2,0,93541.14,Stay
747,Germany,Male,38,129728.6,1,1,89289.54,Stay
673,France,Male,47,0,2,0,108762.16,Stay
671,Spain,Female,34,130929.02,4,1,28238.25,Churn
640,Germany,Female,74,116800.25,1,1,34130.43,Stay
581,Germany,Male,40,101016.53,1,0,7926.35,Churn
630,France,Male,67,0,2,1,27330.27,Stay
703,France,Female,33,190566.65,1,1,79997.14,Stay
698,Spain,Female,47,0,1,1,50213.81,Churn
742,Germany,Female,43,97067.69,1,0,60920.03,Churn
652,France,Female,37,92208.54,1,0,197699.8,Churn
644,France,Male,37,186347.97,2,1,92809.73,Stay
735,Spain,Male,55,103176.62,1,0,163516.16,Stay
777,France,Female,58,0,1,1,62449.07,Churn
644,Germany,Female,40,77270.08,2,1,115800.1,Churn
665,Germany,Female,37,111911.63,1,1,110359.68,Churn
529,Germany,Male,72,94216.05,1,1,78695.68,Stay
803,Spain,Female,45,0,2,1,128378.04,Stay
604,Spain,Female,26,0,2,1,155248.62,Stay
738,France,Male,49,106770.82,1,1,123499.27,Stay
655,Germany,Female,72,138089.97,2,1,99920.41,Stay
698,Germany,Male,39,133191.19,2,0,53289.49,Stay
775,France,Female,66,0,2,1,67622.34,Stay
735,France,Male,41,74135.85,1,1,11783.1,Churn
766,Spain,Male,41,99208.46,2,1,62402.38,Stay
537,Germany,Male,84,92242.34,1,1,186235.98,Stay
599,Germany,Male,25,108380.72,1,1,79005.95,Stay
420,Spain,Female,55,91893.32,1,1,144870.28,Churn
674,France,Female,32,85757.93,1,1,95481,Stay
570,France,Female,46,0,2,0,820.46,Stay
623,Germany,Male,33,96759.42,1,1,174777.98,Stay
710,France,Male,30,0,2,1,8991.17,Stay
466,France,Male,29,0,2,1,2797.27,Stay
759,France,Female,22,0,1,1,22303.17,Stay
581,France,Male,71,0,2,1,197562.08,Stay
820,France,Male,33,132150.26,2,1,23067.97,Stay
759,France,Male,41,0,2,0,190294.12,Stay
628,France,Female,31,175443.75,1,1,113167.17,Churn
676,France,Male,31,78990.15,1,1,124777.14,Stay
591,France,Female,33,113743.37,1,1,124625.08,Stay
690,France,Female,26,157624.84,1,1,49599.27,Stay
624,France,Female,62,125163.62,2,1,151411.5,Stay
573,France,Female,23,0,1,1,122964.18,Stay
694,France,Male,60,0,1,1,57088.97,Stay
632,Spain,Female,29,80922.75,1,1,7820.78,Stay
632,France,Male,40,193354.86,2,1,149188.41,Stay
832,Germany,Female,40,107648.94,2,1,134638.97,Stay
598,Germany,Female,46,131769.04,1,0,184980.23,Churn
430,Germany,Male,36,138992.48,2,0,122373.42,Stay
711,France,Female,37,113899.92,1,0,80215.2,Stay
582,Germany,Male,26,114450.32,1,1,14081.64,Stay
605,France,Male,39,0,2,1,199390.45,Stay
657,France,Female,37,0,2,1,7667.48,Stay
578,Spain,Male,40,63609.92,1,0,74965.61,Churn
532,France,Male,38,0,2,0,30583.95,Stay
612,France,Female,42,75497.51,1,0,149682.78,Stay
792,France,Female,42,0,2,1,92664.09,Stay
674,France,Female,26,0,2,1,138423.1,Stay
680,France,Male,31,0,2,1,3148.2,Stay
593,France,Female,39,117704.73,1,1,197933.5,Stay
679,Germany,Male,35,130463.55,2,1,37341.17,Stay
493,Spain,Male,32,46161.18,1,1,79577.4,Stay
688,Spain,Male,42,0,2,0,197602.29,Stay
769,Germany,Male,43,110182.54,2,1,87537.32,Stay
581,Spain,Male,49,0,2,0,41623.59,Stay
465,France,Male,41,117221.15,1,1,168280.95,Stay
641,France,Female,35,0,2,0,125986.18,Stay
731,Germany,Female,43,79120.27,1,0,548.52,Churn
625,France,Male,37,177069.24,2,1,96088.54,Stay
468,France,Male,36,61636.97,1,0,107787.42,Stay
790,France,Male,26,0,1,1,20510.79,Stay
587,Germany,Female,37,104414.03,1,1,192026.02,Stay
692,France,Male,66,159732.02,1,1,118188.15,Stay
676,Germany,Female,34,89437.03,1,1,189540.95,Stay
571,France,Male,41,0,1,1,63736.17,Stay
700,France,Female,32,0,1,0,95740.37,Stay
445,France,Female,30,0,2,1,127939.19,Stay
746,France,Male,36,142400.77,1,1,193438.69,Stay
722,France,Female,47,88011.4,1,1,90655.94,Churn
596,France,Male,36,0,2,1,12067.39,Stay
850,Germany,Female,30,154870.28,1,1,54191.38,Stay
597,Spain,Female,46,0,2,1,58667.16,Churn
436,Spain,Male,43,0,2,1,35687.43,Stay
660,Germany,Male,28,118402.25,2,1,14288.93,Stay
649,France,Male,37,87374.88,2,1,247.36,Stay
646,Germany,Male,32,105397.8,1,1,78111.84,Churn
560,Spain,Female,31,125341.69,1,1,79547.39,Stay
710,Germany,Male,49,129164.88,1,1,193266.72,Stay
513,France,Male,40,141004.46,1,1,105028.46,Stay
607,France,Female,21,0,2,1,116106.52,Stay
757,France,Male,57,89079.41,1,1,53179.21,Churn
619,Germany,Male,40,103604.31,2,0,140947.05,Stay
612,France,Male,24,182705.05,1,1,171837.06,Stay
842,France,Male,29,0,2,1,123437.05,Stay
713,France,Male,33,94598.48,1,0,197519.66,Churn
657,Spain,Male,36,188241.05,2,0,183058.51,Churn
770,France,Female,37,0,2,0,22710.72,Stay
773,France,Female,40,0,2,0,69303.15,Stay
470,Germany,Male,39,117469.91,2,0,63705.9,Stay
781,Spain,Male,35,80790.74,1,1,116429.51,Stay
428,France,Female,62,107735.93,1,0,58381.77,Stay
600,Germany,Male,43,133379.41,1,1,177378.66,Churn
697,Spain,Female,37,168066.87,1,1,35450.53,Stay
692,Germany,Female,43,69014.49,2,0,164621.43,Stay
791,France,Male,28,0,1,1,174435.48,Stay
538,Germany,Female,42,98548.62,2,0,94047.75,Stay
820,France,Female,49,0,2,1,119087.25,Stay
679,Spain,Female,26,76554.06,1,1,184800.27,Stay
649,France,Female,36,0,2,0,75035.48,Stay
632,France,Female,27,107375.82,1,1,62703.38,Stay
594,France,Male,40,122417.17,2,0,190882.69,Stay
682,France,Female,42,0,1,0,91981.85,Churn
720,Spain,Male,33,97188.62,1,0,91881.29,Stay
769,France,Male,31,61297.05,2,1,7118.02,Stay
746,Spain,Male,30,112666.67,1,0,11710.4,Churn
623,Spain,Female,40,0,1,1,25904.12,Stay
537,France,Male,28,157842.07,1,1,86911.49,Stay
468,France,Male,46,91443.75,1,1,10958.18,Stay
588,Germany,Female,30,110148.49,1,1,5790.9,Churn
729,Spain,Female,34,53299.96,2,1,42855.97,Stay
543,Spain,Male,37,0,2,1,78915.68,Stay
499,Spain,Male,39,0,2,1,81409,Stay
784,Germany,Male,28,70233.74,2,1,179252.73,Stay
604,France,Male,33,0,1,1,42171.13,Churn
614,Spain,Female,25,75212.28,1,1,58965.04,Stay
671,France,Female,31,41299.03,1,0,102681.32,Stay
587,Spain,Female,35,83286.56,1,1,125553.52,Stay
593,Spain,Male,43,0,2,0,53478.02,Stay
453,France,Male,29,0,1,0,198376.02,Churn
570,Germany,Male,35,85668.59,1,1,105525.36,Stay
655,France,Female,45,57327.04,1,0,47349,Stay
632,Spain,Male,47,0,2,1,178822.32,Stay
681,France,Female,37,69609.85,1,1,72127.83,Stay
591,Germany,Male,46,129269.27,1,1,163504.33,Stay
779,France,Male,27,0,2,1,190623.02,Stay
456,France,Female,63,165350.61,2,0,140758.07,Churn
686,France,Female,41,152105.57,2,0,132374.41,Stay
617,France,Male,74,0,2,1,53949.98,Stay
850,France,Female,32,106290.64,1,1,121982.73,Stay
646,Germany,Female,30,100548.67,2,0,136983.77,Stay
735,Germany,Male,46,106344.95,1,1,114371.33,Churn
543,France,Male,35,137482.19,1,0,62389.35,Stay
490,France,Female,37,116465.53,1,0,24435.77,Stay
640,France,Male,45,0,1,1,10908.33,Stay
445,Spain,Male,45,0,2,0,90977.48,Stay
761,France,Male,36,127637.92,1,1,81062.93,Stay
426,France,Female,34,0,2,1,61230.83,Stay
777,France,Male,37,0,1,1,126837.72,Stay
534,France,Male,35,81951.74,2,1,115668.53,Stay
777,France,Female,42,147531.82,1,1,38819.45,Stay
806,Spain,Male,18,0,2,1,86994.54,Stay
790,France,Female,33,135120.72,1,0,195204.99,Stay
643,Spain,Female,32,0,1,0,131301.74,Stay
584,Spain,Female,37,0,2,0,100835.19,Stay
638,France,Female,34,0,2,1,198969.78,Stay
771,Spain,Male,18,0,2,0,41542.95,Stay
600,France,Female,39,0,2,0,118272.07,Stay
661,Spain,Female,41,28082.95,1,1,69586.27,Churn
554,France,Female,43,0,2,1,149629.13,Churn
627,Spain,Male,49,111087.5,1,0,146680.25,Stay
659,France,Female,38,0,2,1,132809.18,Stay
835,France,Male,35,127120.07,1,1,28707.69,Stay
763,France,Female,35,115651.6,2,1,104706.29,Stay
625,Germany,Male,31,77743.01,2,1,75335.68,Stay
799,France,Female,30,0,2,1,136827.96,Stay
849,France,Male,69,71996.09,1,1,139065.94,Stay
692,France,Male,28,61581.97,1,1,70179.91,Stay
623,France,Female,24,0,2,1,116160.04,Stay
453,Spain,Female,42,0,3,1,83008.49,Churn
408,France,Female,84,87873.39,1,0,188484.52,Churn
778,Germany,Female,37,105617.73,2,1,133699.82,Churn
695,France,Female,42,0,1,0,72172.13,Churn
677,Germany,Female,44,148770.61,2,1,191057.76,Stay
662,Spain,Male,37,94901.09,1,1,48233.75,Stay
534,France,Male,29,174851.9,1,1,79178.31,Stay
602,France,Male,59,0,2,1,162347.05,Stay
554,Germany,Female,43,120847.11,1,1,7611.61,Churn
667,France,Male,42,0,1,1,88890.05,Stay
672,France,Male,43,0,1,0,63833.09,Stay
838,Spain,Female,67,103267.8,1,1,78310.04,Stay
692,Spain,Female,34,109699.08,1,1,37898.91,Stay
675,France,Male,49,135133.39,1,0,179521.24,Churn
731,Spain,Male,33,0,1,1,130726.96,Stay
468,France,Female,32,137649.47,1,0,198714.29,Stay
542,Spain,Male,43,113567.94,1,1,89543.25,Stay
662,Spain,Female,35,0,2,0,2423.9,Churn
770,Germany,Male,37,141547.26,2,0,180326.83,Stay
675,France,Female,61,62055.17,3,1,166305.16,Churn
647,Germany,Male,51,131156.76,1,1,29883.63,Stay
604,France,Male,31,134837.58,1,1,192029.19,Stay
833,France,Female,39,0,2,1,1710.89,Stay
741,Spain,Male,40,104784.23,1,1,135163.76,Churn
658,Spain,Male,36,0,2,0,84927.42,Stay
528,France,Female,36,156948.41,1,1,149912.28,Churn
590,France,Female,60,147751.75,1,1,88206.04,Churn
675,France,Male,34,124619.33,2,0,163667.56,Stay
765,France,Male,41,124182.21,1,0,100153.43,Stay
650,France,Female,64,142028.36,1,1,32275.09,Churn
817,France,Male,44,0,1,0,65501.91,Churn
699,Germany,Female,31,125837.86,2,1,189392.66,Stay
495,Germany,Female,34,117160.32,1,1,116069.24,Churn
491,Spain,Female,61,0,2,0,139861.53,Stay
847,France,Male,51,97565.74,1,0,144184.06,Churn
676,Spain,Female,30,0,2,0,157888.5,Stay
746,Spain,Female,25,104833.79,1,0,71911.3,Stay
470,Spain,Female,31,101675.22,2,1,45033.75,Stay
714,Spain,Male,20,0,2,0,150465.93,Stay
695,France,Female,50,0,1,1,126381.6,Churn
674,France,Male,46,174701.05,1,1,90189.72,Churn
664,Germany,Male,36,71142.77,2,1,122433.09,Stay
697,Germany,Male,31,108805.42,2,0,123825.83,Stay
670,France,Male,68,0,2,1,11426.7,Stay
541,France,Female,32,0,1,1,114951.42,Stay
640,France,Female,66,116037.76,1,0,184636.05,Stay
647,France,Male,28,0,2,1,91055.27,Stay
757,France,Male,23,80673.96,2,1,93991.65,Stay
704,Germany,Female,39,124640.51,1,1,116511.12,Churn
778,Germany,Male,31,182275.23,2,1,190631.23,Stay
639,Germany,Female,41,98635.77,1,1,199970.74,Stay
637,France,Male,33,0,2,1,139947.17,Stay
686,France,Male,35,0,1,1,8816.37,Stay
577,Spain,Male,43,79757.21,1,1,135650.72,Churn
506,Germany,Male,28,53053.76,1,0,24577.34,Stay
757,France,Male,28,120911.75,2,1,131249.46,Stay
826,France,Male,55,115285.85,1,1,140126.17,Stay
721,France,Male,41,0,2,1,168219.75,Stay
489,Spain,Male,40,221532.8,1,1,171867.08,Stay
446,France,Female,51,105056.13,1,0,70613.52,Stay
677,France,Male,37,88363.03,1,0,117946.3,Stay
769,France,Male,29,123757.52,2,1,84872.66,Stay
677,Spain,Male,56,123959.97,1,1,60590.72,Churn
555,Germany,Female,62,114822.64,1,0,8444.5,Stay
652,Germany,Female,37,145219.3,1,1,159132.83,Stay
722,Germany,Female,32,106807.64,1,1,76998.69,Stay
643,France,Male,36,148159.71,1,0,55835.66,Stay
796,Germany,Female,40,99745.95,1,1,177524.19,Stay
720,Germany,Female,37,156282.79,1,1,45985.52,Stay
613,France,Male,41,0,2,1,60297.72,Stay
506,France,Female,57,0,2,0,194421.12,Churn
608,France,Male,50,0,1,1,93568.77,Churn
667,Spain,Male,77,0,1,1,34702.92,Stay
750,France,Female,47,121376.15,2,1,54473.6,Churn
610,France,Male,33,111582.11,1,0,113943.17,Stay
588,Germany,Female,34,129417.82,1,1,153727.32,Stay
479,France,Female,26,0,2,1,19116.97,Stay
682,France,Male,37,0,2,0,112554.68,Stay
677,France,Female,36,0,1,1,47318.75,Stay
850,Germany,Male,40,94607.08,1,1,36690.49,Stay
580,France,Female,56,131368.3,1,1,106918.67,Churn
746,France,Female,21,166883.07,2,0,194563.65,Stay
635,Spain,Female,37,0,2,1,91086.73,Stay
664,Germany,Male,25,172812.72,2,1,108008.65,Stay
558,Germany,Female,36,126606.63,2,1,172363.52,Stay
415,France,Male,46,134950.19,3,0,178587.36,Churn
798,France,Female,60,96956.1,1,1,31907.44,Churn
792,Germany,Female,29,107601.79,1,1,18922.18,Churn
489,Germany,Female,46,92060.06,1,1,147222.95,Churn
730,France,Male,33,0,2,1,1474.79,Stay
773,France,Male,41,0,2,1,24924.92,Stay
711,France,Male,36,137688.71,1,1,46884.1,Stay
592,Spain,Male,55,85845.43,2,1,128918.42,Stay
695,Germany,Male,27,125552.96,1,1,105291.26,Stay
640,France,Female,33,167298.42,1,0,145381.65,Stay
470,Spain,Male,31,55732.92,2,1,103792.53,Stay
789,Germany,Female,37,110689.07,1,1,71121.04,Churn
604,Spain,Female,39,98544.11,1,1,52327.57,Stay
493,Germany,Female,35,178317.6,1,0,197428.64,Stay
671,France,Female,48,115713.84,2,0,83210.84,Stay
656,France,Male,46,143267.14,2,0,193099.43,Stay
739,Spain,Male,19,89750.21,1,1,193008.52,Stay
560,Spain,Female,26,116576.45,1,1,157567.37,Stay
827,Germany,Female,47,143001.5,2,1,108977.5,Stay
681,France,Male,23,157761.56,1,0,147759.84,Stay
740,France,Female,37,0,2,1,27528.4,Stay
663,Spain,Male,31,103430.11,2,0,36479.27,Stay
845,Spain,Female,52,0,1,1,31726.76,Churn
555,Spain,Male,27,0,2,0,96398.51,Stay
680,Germany,Female,48,115115.38,1,1,139558.6,Churn
638,Germany,Female,39,122501.28,2,1,95007.8,Stay
640,Spain,Male,62,0,1,1,101663.47,Stay
778,France,Male,42,0,2,1,106197.44,Stay
679,France,Male,45,146758.24,1,1,48466.89,Stay
593,France,Female,32,0,2,1,151978.36,Stay
788,France,Male,55,0,1,0,13288.46,Churn
770,France,Female,70,110738.89,1,1,22666.77,Churn
729,France,Male,67,94203.8,1,0,102391.06,Stay
545,France,Male,47,105792.49,1,0,67830.2,Churn
